Well Serial Num,Operator Name,Operator ID,Field ID,Field Name,Well Name,Well Num,Well Status Code,Well Status Code Description,Classification,Well Class Type Code,Well Class Type Code Description,API Num,Effective Date,Permit Date,Spud Date,Well Status Date,Section,Township,Range,Meridian,Parish Code,Parish Name,District Code,District Name,Ground Elevation,Latitude,Longitude,Product Type Code,Product Type Code Description,USDW Value,Area USDW Value,Source Area USDW Value,Measured Depth,Area Code,State Lease Num,Original Proposed Sand,Original Proposed Measured Depth,Original Proposed True Vertical Depth,Expiration Date
975519,"442 OPERATING LA, LLC",F164,0183,BACK RIDGE,ER & CF HENRY EST ET AL 27 SWD,002,09,ACTIVE- INJECTION,II,5,PRODUCED SALT WATER,17023881930000,13-SEP-2023,17-DEC-2018,21-JAN-2019,26-FEB-2019,022,14S,R9W,W,12,CAMERON,2,LAFAYETTE,0,29.8207187598457,-93.2804313086258,00,NO PRODUCT SPECIFIED,1043,,USDW VALUE PER MELISSAA 2/20/2019,5000,(1) - ONSHORE,,,,,
252213,A. M. A. CHILES,0024,2152,CADDO PINE ISLAND,C EDWARDS ETAL,035,03,PERMIT EXPIRED,,,,17017363310000,03-AUG-2020,04-FEB-2020,,03-AUG-2020,025,22N,16W,W,09,CADDO,6,SHREVEPORT,256.89,32.8639959763733,-93.9719381180891,00,NO PRODUCT SPECIFIED,,0,,1100,(1) - ONSHORE,,NACATOCH,1100,,01-AUG-2020
253845,"ACHILLES OIL, LLC",A203,1704,BOGGY BAYOU,VUA;BEARD,001,29,DRY AND PLUGGED,,,,17029233130000,22-NOV-2022,01-NOV-2022,16-NOV-2022,22-NOV-2022,025,07N,07E,W,15,CONCORDIA,5,MONROE,54.6,31.5548978554097,-91.7178833128796,00,NO PRODUCT SPECIFIED,,0,,5600,(1) - ONSHORE,,WILCOX,5600,,29-APR-2023
250968,"ACHILLES OIL, LLC",A203,3996,FUNNY LOUIS BAYOU,PEAVY ETAL,001,29,DRY AND PLUGGED,,,,17059266870000,23-AUG-2018,01-MAY-2018,20-AUG-2018,23-AUG-2018,019,09N,03E,W,30,LASALLE,5,MONROE,140.4,31.7473922294571,-92.2019095368984,00,NO PRODUCT SPECIFIED,,0,,4100,(1) - ONSHORE,,WILCOX,6500,,27-OCT-2018
252074,"ACTIVA RESOURCES, LLC",A208,9971,ZWOLLE,J O KIMBRELL 2,001,03,PERMIT EXPIRED,,,,17085225530000,30-APR-2020,01-NOV-2019,,30-APR-2020,002,07N,12W,W,43,SABINE,6,SHREVEPORT,323.19,31.6209268769814,-93.5650823825088,00,NO PRODUCT SPECIFIED,,0,,5678,(1) - ONSHORE,,SARATOGA CHALK,5678,2280,28-APR-2020
975690,ADAMAS ENERGY LLC,A1203,9803,WOODARDVILLE,COLLINS 26 SWD,001,09,ACTIVE- INJECTION,II,5,PRODUCED SALT WATER,17013880780000,01-MAR-2026,03-MAR-2020,20-MAY-2020,17-AUG-2020,026,15N,09W,W,07,BIENVILLE,6,SHREVEPORT,223.47,32.2542800974973,-93.2624555036326,00,NO PRODUCT SPECIFIED,,705,AREA VALUE FROM ELOG OF SN 75077 PER MELISSAA 12/3/2019,5628,(1) - ONSHORE,,,,,
255569,ADAMAS ENERGY LLC,A1203,3608,ELM GROVE,HA RA SU110;COWLEY 2HU,002-ALT,01,PERMITTED,,,,17015253960000,01-MAR-2026,24-FEB-2026,,24-FEB-2026,035,17N,13W,W,08,BOSSIER,6,SHREVEPORT,157.5,32.4112222904499,-93.6718340716448,00,NO PRODUCT SPECIFIED,,0,,25000,(1) - ONSHORE,,HA,25000,12600,23-FEB-2027
255570,ADAMAS ENERGY LLC,A1203,3608,ELM GROVE,HA RA SU110;COWLEY 2HU,003-ALT,01,PERMITTED,,,,17015253950000,01-MAR-2026,24-FEB-2026,,24-FEB-2026,035,17N,13W,W,08,BOSSIER,6,SHREVEPORT,157.5,32.4112215473757,-93.6719150758698,00,NO PRODUCT SPECIFIED,,0,,25000,(1) - ONSHORE,,HA,25000,12600,23-FEB-2027
255738,ADAMAS ENERGY LLC,A1203,3608,ELM GROVE,HA RA SU110;COWLEY 2-11 HC,001,01,PERMITTED,,,,17015254260000,30-JUN-2026,30-JUN-2026,,30-JUN-2026,035,17N,13W,W,08,BOSSIER,6,SHREVEPORT,157.5,32.4112208042502,-93.6719960800934,00,NO PRODUCT SPECIFIED,,0,,17600,(1) - ONSHORE,,HAYNESVILLE,17600,12400,26-DEC-2026
255739,ADAMAS ENERGY LLC,A1203,3608,ELM GROVE,HA RA SU110;COWLEY 2-11 HC,002-ALT,01,PERMITTED,,,,17015254270000,30-JUN-2026,30-JUN-2026,,30-JUN-2026,035,17N,13W,W,08,BOSSIER,6,SHREVEPORT,157.5,32.4112215473757,-93.6719150758698,00,NO PRODUCT SPECIFIED,,0,,17600,(1) - ONSHORE,,HAYNESVILLE,17600,12400,26-DEC-2026
255745,ADAMAS ENERGY LLC,A1203,3608,ELM GROVE,HA RA SU110;COWLEY 2-11 HC,003-ALT,01,PERMITTED,,,,17015254280000,30-JUN-2026,30-JUN-2026,,30-JUN-2026,035,17N,13W,W,08,BOSSIER,6,SHREVEPORT,157.5,32.4112222904499,-93.6718340716448,00,NO PRODUCT SPECIFIED,,0,,17600,(1) - ONSHORE,,HAYNESVILLE,17600,12400,26-DEC-2026
255777,ADAMAS ENERGY LLC,A1203,3608,ELM GROVE,HA RA SU67;FRANKS 11-2 HC,001-ALT,01,PERMITTED,,,,17017370620000,19-AUG-2026,20-JUL-2026,,20-JUL-2026,003,16N,13W,W,09,CADDO,6,SHREVEPORT,163,32.4112208042502,-93.6719960800934,00,NO PRODUCT SPECIFIED,,0,,21014,(1) - ONSHORE,,HAYNESVILLE,21014,10846,19-JUL-2027
255345,ADAMAS ENERGY LLC,A1203,5096,LAKE BISTINEAU,HA RA SUY;WY CO 1-36-25 HC,001,01,PERMITTED,,,,17013223450000,01-MAR-2026,23-SEP-2025,,23-SEP-2025,002,16N,09W,W,07,BIENVILLE,6,SHREVEPORT,268,32.4051175543735,-93.2561425761173,00,NO PRODUCT SPECIFIED,,0,,28100,(1) - ONSHORE,,HAYNESVILLE,28100,15600,22-SEP-2026
255812,ADAMAS ENERGY LLC,A1203,7870,SAN MIGUEL CREEK,HA RA SU58; POWELL 5-8HC,001,01,PERMITTED,,,,17069205640000,18-AUG-2026,18-AUG-2026,,18-AUG-2026,05,09N,10W,W,35,NATCHITOCHES,6,SHREVEPORT,249,31.7883996455461,-93.4080230978406,00,NO PRODUCT SPECIFIED,,0,,18600,(1) - ONSHORE,,HAYNESVILLE,18600,12800,13-FEB-2027
255813,ADAMAS ENERGY LLC,A1203,7870,SAN MIGUEL CREEK,HA RA SUOO; POWELL 4-33 HC,001,01,PERMITTED,,,,17069205650000,18-AUG-2026,18-AUG-2026,,18-AUG-2026,005,09N,10W,W,35,NATCHITOCHES,6,SHREVEPORT,249,31.7884495420331,-93.4079656512805,00,NO PRODUCT SPECIFIED,,0,,18600,(1) - ONSHORE,,HAYNESVILLE,18600,12800,13-FEB-2027
255643,ADAMAS ENERGY LLC,A1203,8918,THORN LAKE,HA RA SUH;RRT TRUST 6H,001-ALT,01,PERMITTED,,,,17081219410000,27-APR-2026,27-APR-2026,,27-APR-2026,006,14N,11W,W,41,RED RIVER,6,SHREVEPORT,146,32.2356641856131,-93.5395051498326,00,NO PRODUCT SPECIFIED,,0,,21000,(1) - ONSHORE,,HAYNESVILLE,21000,12800,23-OCT-2026
255645,ADAMAS ENERGY LLC,A1203,8918,THORN LAKE,HA RA SUH;RRT TRUST 6-7-18HC,001-ALT,01,PERMITTED,,,,17081219430000,27-APR-2026,27-APR-2026,,27-APR-2026,006,14N,11W,W,41,RED RIVER,6,SHREVEPORT,146,32.2357271164665,-93.5395414377357,00,NO PRODUCT SPECIFIED,,0,,21000,(1) - ONSHORE,,HAYNESVILLE,21000,12800,23-OCT-2026
255734,ADAMAS ENERGY LLC,A1203,8918,THORN LAKE,WAERSTAD 1H,002,01,PERMITTED,,,,17081219470000,30-JUN-2026,30-JUN-2026,,30-JUN-2026,001,14N,12W,W,41,RED RIVER,6,SHREVEPORT,145,32.2239206961802,-93.5458663406541,00,NO PRODUCT SPECIFIED,,0,,17500,(1) - ONSHORE,,HAYNESVILLE,17500,12900,26-DEC-2026
255691,ADAMAS ENERGY LLC,A1203,9803,WOODARDVILLE,WW FARMS 34-3-10HC,001,01,PERMITTED,,,,17013223560000,02-JUN-2026,02-JUN-2026,,02-JUN-2026,034,15N,09W,W,07,BIENVILLE,6,SHREVEPORT,238,32.2477708590383,-93.2886855060799,00,NO PRODUCT SPECIFIED,,0,,23000,(1) - ONSHORE,,NON UNITIZED HAYNESVILLE,23000,12000,28-NOV-2026
255692,ADAMAS ENERGY LLC,A1203,9803,WOODARDVILLE,WW FARMS 34-3-10HC,002,01,PERMITTED,,,,17013223570000,02-JUN-2026,02-JUN-2026,,02-JUN-2026,034,15N,09W,W,07,BIENVILLE,6,SHREVEPORT,238,32.2477466001179,-93.2886076657161,00,NO PRODUCT SPECIFIED,,0,,23000,(1) - ONSHORE,,NON UNITIZED HAYNESVILLE,23000,12000,28-NOV-2026
255800,ADAMAS ENERGY LLC,A1203,9803,WOODARDVILLE,HA RA SUEE;RALEY 14-11-2HC,001-ALT,01,PERMITTED,,,,17013223580000,04-AUG-2026,04-AUG-2026,,04-AUG-2026,023,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,309,32.2781410244297,-93.3621549389409,00,NO PRODUCT SPECIFIED,,0,,27900,(1) - ONSHORE,,HAYNESVILLE,27900,12800,30-JAN-2027
255801,ADAMAS ENERGY LLC,A1203,9803,WOODARDVILLE,HA RA SUEE;RALEY 14-11-2HC,002-ALT,01,PERMITTED,,,,17013223590000,04-AUG-2026,04-AUG-2026,,04-AUG-2026,023,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,309,32.278209808623,-93.3621458757553,00,NO PRODUCT SPECIFIED,,0,,27900,(1) - ONSHORE,,HAYNESVILLE,27900,12800,30-JAN-2027
255802,ADAMAS ENERGY LLC,A1203,9803,WOODARDVILLE,HA RA SUEE; RALEY 14-11-2HC,003-ALT,01,PERMITTED,,,,17013223600000,04-AUG-2026,04-AUG-2026,,04-AUG-2026,023,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,309,32.2782785928144,-93.3621368125562,00,NO PRODUCT SPECIFIED,,0,,27900,(1) - ONSHORE,,HAYNESVILLE,27900,12800,30-JAN-2027
251566,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUW;WALKER ETAL 4 H,001-ALT,10,ACTIVE - PRODUCING,,,,17013221730000,01-MAR-2026,18-FEB-2019,13-MAR-2019,25-JUN-2019,009,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,177.4,32.3072387280273,-93.401456897532,20,GAS,,0,,17147,(1) - ONSHORE,,NON UNITIZED MIDDLE HAYNESVILLE,17000,12500,16-AUG-2019
251567,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUW;WALKER ETAL 4 H,002-ALT,10,ACTIVE - PRODUCING,,,,17013221740000,01-MAR-2026,18-FEB-2019,24-FEB-2019,25-JUN-2019,009,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,177.4,32.30723827064,-93.401521628894,20,GAS,,0,,17140,(1) - ONSHORE,,NON UNITIZED LOWER HAYNEVILLE,17000,12500,16-AUG-2019
251568,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUW;WAITES 4 H,001-ALT,10,ACTIVE - PRODUCING,,,,17013221750000,01-MAR-2026,18-FEB-2019,21-FEB-2019,25-JUN-2019,004,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,177.4,32.3091159041786,-93.3968239047487,20,GAS,,0,,17050,(1) - ONSHORE,,NON UNITIZED HAYNEVILLE,17000,12500,16-AUG-2019
251724,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUQ;COOK 34 H,001-ALT,10,ACTIVE - PRODUCING,,,,17013221820000,01-MAR-2026,17-MAY-2019,30-MAY-2019,29-APR-2025,003,15N,09W,W,07,BIENVILLE,6,SHREVEPORT,269.8,32.3215150447098,-93.277155611553,20,GAS,,0,,17185,(1) - ONSHORE,,HAYNESVILLE,16900,12500,12-NOV-2019
251738,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUQ;COOK 34 H,002-ALT,10,ACTIVE - PRODUCING,,,,17013221830000,01-MAR-2026,17-MAY-2019,28-MAY-2019,29-APR-2025,003,15N,09W,W,07,BIENVILLE,6,SHREVEPORT,270,32.3214600697357,-93.2771551477379,20,GAS,,0,,17053,(1) - ONSHORE,,HAYNESVILLE,16900,12500,12-NOV-2019
251776,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUP;LKR 11 H,001-ALT,10,ACTIVE - PRODUCING,,,,17013221840000,01-MAR-2026,13-JUN-2019,21-JUN-2019,18-OCT-2019,011,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,303.8,32.3074624271559,-93.3672008423404,20,GAS,,0,,17224,(1) - ONSHORE,,HAYNESVILLE,17000,12500,09-DEC-2019
251958,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUG;SANDERS 8-5 HC,002-ALT,10,ACTIVE - PRODUCING,,,,17013221930000,01-MAR-2026,24-SEP-2019,10-FEB-2020,14-AUG-2020,008,15N,09W,W,07,BIENVILLE,6,SHREVEPORT,263.5,32.3004133030544,-93.3143659819234,20,GAS,,0,,20236,(1) - ONSHORE,,HAYNESVILLE,21000,12800,21-MAR-2020
252115,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUB;B'VILLE S&G 2 H,001-ALT,10,ACTIVE - PRODUCING,,,,17013221960000,01-MAR-2026,22-NOV-2019,22-DEC-2019,01-MAY-2020,011,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,304.4,32.3072150406246,-93.36719851341,20,GAS,,0,,17055,(1) - ONSHORE,,HANYENSVILLE,17500,12500,19-MAY-2020
252116,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUB;B'VILLE S&G 2 H,002-ALT,10,ACTIVE - PRODUCING,,,,17013221970000,01-MAR-2026,22-NOV-2019,24-DEC-2019,01-MAY-2020,011,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,304.4,32.3071600658376,-93.3671979958715,20,GAS,,0,,17089,(1) - ONSHORE,,HAYNESVILLE,17500,12500,19-MAY-2020
252166,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUU;WALKER ETAL 9 H,001-ALT,10,ACTIVE - PRODUCING,,,,17013221980000,01-MAR-2026,27-DEC-2019,27-FEB-2020,25-MAY-2020,009,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,204.2,32.3072367839044,-93.4017320058158,20,GAS,,0,,17236,(1) - ONSHORE,,HAYNESVILLE,17500,12500,23-JUN-2020
252167,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUU;WALKER ETAL 9 H,002-ALT,10,ACTIVE - PRODUCING,,,,17013221990000,01-MAR-2026,27-DEC-2019,16-FEB-2020,25-MAY-2020,009,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,204.2,32.3072363263776,-93.4017967371749,20,GAS,,0,,17178,(1) - ONSHORE,,HAYNESVILLE,17500,12500,23-JUN-2020
252169,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUU;WAITES 9 H,002-ALT,10,ACTIVE - PRODUCING,,,,17013222010000,01-MAR-2026,27-DEC-2019,07-FEB-2020,25-MAY-2020,004,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,177.9,32.3088847641748,-93.396465600958,20,GAS,,0,,17132,(1) - ONSHORE,,HAYNESVILLE,17500,12500,23-JUN-2020
252218,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUO;B'VILLE S&G 3H,001-ALT,10,ACTIVE - PRODUCING,,,,17013222030000,01-MAR-2026,05-FEB-2020,09-FEB-2020,01-MAY-2020,011,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,304.2,32.3071133372679,-93.3671975559644,20,GAS,,0,,17175,(1) - ONSHORE,,HAYNESVILLE NON UNITIZED,17220,12092,02-AUG-2020
252341,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUG;SANDERS 8-17 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013222130000,01-MAR-2026,28-MAY-2020,19-JUN-2020,31-JAN-2021,008,15N,09W,W,07,BIENVILLE,6,SHREVEPORT,259.7,32.302708100972,-93.314450998941,20,GAS,,0,,20334,(1) - ONSHORE,,HAYNESVILLE,20400,12542,23-NOV-2020
252343,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUG;SANDERS 8-17 HC,003-ALT,10,ACTIVE - PRODUCING,,,,17013222150000,01-MAR-2026,28-MAY-2020,19-JUN-2020,31-JAN-2021,008,15N,09W,W,07,BIENVILLE,6,SHREVEPORT,259.7,32.3027089273715,-93.3143215417674,20,GAS,,0,,20473,(1) - ONSHORE,,HAYNESVILLE,20499,12443,23-NOV-2020
252458,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUL;LKR 33 H,002-ALT,10,ACTIVE - PRODUCING,,,,17013222190000,01-MAR-2026,15-SEP-2020,15-OCT-2020,03-MAY-2021,033,16N,09W,W,07,BIENVILLE,6,SHREVEPORT,297.6,32.3238790916803,-93.3024689831962,20,GAS,,0,,17629,(1) - ONSHORE,,HAYNESVILLE,17428,12227,13-MAR-2021
252479,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUN;SHARP 1 H,001-ALT,10,ACTIVE - PRODUCING,,,,17013222200000,01-MAR-2026,30-SEP-2020,16-DEC-2020,07-JUL-2021,012,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,261.6,32.3073756265403,-93.353987461449,20,GAS,,0,,16833,(1) - ONSHORE,,HAYNESVILLE,16989,12142,28-MAR-2021
252536,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUE;GEP 12-1 HC,002-ALT,10,ACTIVE - PRODUCING,,,,17013222240000,01-MAR-2026,29-OCT-2020,08-NOV-2020,09-OCT-2025,012,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,257.4,32.2951139382974,-93.3443039089575,20,GAS,,0,,22507,(1) - ONSHORE,,HAYNESVILLE,22341,12187,26-APR-2021
252607,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUI;MOORE 10-15-22 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013222300000,01-MAR-2026,23-DEC-2020,08-JAN-2021,24-OCT-2021,010,15N,09W,W,07,BIENVILLE,6,SHREVEPORT,263.7,32.2948597911395,-93.2877757294231,20,GAS,,0,,23423,(1) - ONSHORE,,HAYNESVILLE,23339,12346,20-JUN-2021
252608,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUI;MOORE 10-15-22 HC,002-ALT,10,ACTIVE - PRODUCING,,,,17013222310000,01-MAR-2026,23-DEC-2020,09-JAN-2021,24-OCT-2021,010,15N,09W,W,07,BIENVILLE,6,SHREVEPORT,263.7,32.2949147664757,-93.2877761994482,20,GAS,,0,,23744,(1) - ONSHORE,,HAYNESVILLE,23721,12331,20-JUN-2021
252811,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUO;DSK 3-10 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013222360000,01-MAR-2026,25-MAY-2021,03-JUL-2021,17-FEB-2022,003,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,246,32.3215098669011,-93.3843482919675,20,GAS,,0,,22430,(1) - ONSHORE,,HAYNESVILLE,22424,12296,20-NOV-2021
252812,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUO;DSK 3-10 HC,002-ALT,10,ACTIVE - PRODUCING,,,,17013222370000,01-MAR-2026,25-MAY-2021,05-JUL-2021,17-FEB-2022,003,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,241.4,32.3214854873343,-93.3842962612513,20,GAS,,0,,22360,(1) - ONSHORE,,HAYNESVILLE,22384,12336,20-NOV-2021
252813,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUO;DSK 3-10 HC,003-ALT,10,ACTIVE - PRODUCING,,,,17013222380000,01-MAR-2026,25-MAY-2021,06-JUL-2021,17-FEB-2022,003,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,241.4,32.3214610853136,-93.3842474676355,20,GAS,,0,,22427,(1) - ONSHORE,,HAYNESVILLE,22485,12376,20-NOV-2021
252864,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUO;BLACKSTONE 3-10 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013222400000,01-MAR-2026,30-JUN-2021,14-JUL-2021,17-FEB-2022,003,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,268.2,32.3094926418517,-93.3766327559958,20,GAS,,0,,18156,(1) - ONSHORE,,HAYNESVILLE SHALE,18097,12423,26-DEC-2021
252865,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUA;BLACKSTONE 10-3 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013222410000,01-MAR-2026,30-JUN-2021,12-JUL-2021,17-FEB-2022,003,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,268.2,32.3094376671445,-93.376632232808,20,GAS,,0,,18287,(1) - ONSHORE,,HAYNESVILLE SHALE,18153,12281,26-DEC-2021
252962,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUW; CARTHAGE TMBR 4-9HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013222470000,01-MAR-2026,27-AUG-2021,19-SEP-2021,17-FEB-2022,033,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,219.3,32.3244809679995,-93.3930983647499,20,GAS,,0,,22269,(1) - ONSHORE,,HAYNESVILLE,22285,12280,22-FEB-2022
253702,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUJ;BURNS FOREST 31-30HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013222740000,01-MAR-2026,06-SEP-2022,15-SEP-2022,02-JAN-2024,006,15N,09W,W,07,BIENVILLE,6,SHREVEPORT,279,32.3215305706558,-93.3355949834813,20,GAS,,0,,22413,(1) - ONSHORE,,HAYNESVILLE,17000,12200,04-MAR-2023
253703,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUJ;BURNS FOREST 31-30HC,002-ALT,10,ACTIVE - PRODUCING,,,,17013222750000,01-MAR-2026,06-SEP-2022,17-SEP-2022,02-JAN-2024,006,15N,09W,W,07,BIENVILLE,6,SHREVEPORT,279,32.3215309522166,-93.3355367159216,20,GAS,,0,,22347,(1) - ONSHORE,,HAYNESVILLE,17000,12200,04-MAR-2023
253704,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUJ;BURNS FOREST 31-30HC,003-ALT,10,ACTIVE - PRODUCING,,,,17013222760000,01-MAR-2026,06-SEP-2022,18-SEP-2022,02-JAN-2024,006,15N,09W,W,07,BIENVILLE,6,SHREVEPORT,279,32.3215313337508,-93.3354784483614,20,GAS,,0,,22410,(1) - ONSHORE,,HAYNESVILLE,17000,12200,04-MAR-2023
253975,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUJ;MOJO MINERALS31-30HC,002-ALT,10,ACTIVE - PRODUCING,,,,17013222840000,01-MAR-2026,21-DEC-2022,07-JUN-2023,02-JAN-2024,031,16N,09W,W,07,BIENVILLE,6,SHREVEPORT,280,32.3251860557201,-93.3255436266335,20,GAS,,0,,22756,(1) - ONSHORE,,HAYNESVILLE,24500,12300,20-DEC-2023
254290,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUJ;MOJO MINERALS31-30HC,003-ALT,10,ACTIVE - PRODUCING,,,,17013222990000,01-MAR-2026,26-JUL-2023,29-JUL-2023,02-JAN-2024,031,16N,09W,W,07,BIENVILLE,6,SHREVEPORT,280,32.3251864326944,-93.3254853567172,20,GAS,,0,,22681,(1) - ONSHORE,,HAYNESVILLE,24500,12300,21-JAN-2024
254668,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUC;BURNS FOREST 6-7 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013223120000,01-MAR-2026,23-APR-2024,01-MAY-2024,06-APR-2025,006,15N,09W,W,07,BIENVILLE,6,SHREVEPORT,279.3,32.3215791017673,-93.3361358330747,20,GAS,,0,,22475,(1) - ONSHORE,,HAYNESVILLE,23000,12900,19-OCT-2024
254669,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUC;BURNS FOREST 6-7 HC,002-ALT,10,ACTIVE - PRODUCING,,,,17013223130000,01-MAR-2026,23-APR-2024,30-APR-2024,06-APR-2025,006,15N,09W,W,07,BIENVILLE,6,SHREVEPORT,279.3,32.3215796319464,-93.3360549054374,20,GAS,,0,,22774,(1) - ONSHORE,,HAYNESVILLE,23000,12950,19-OCT-2024
254670,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUC;BURNS FOREST6-7-18HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013223140000,01-MAR-2026,23-APR-2024,29-APR-2024,06-APR-2025,006,15N,09W,W,07,BIENVILLE,6,SHREVEPORT,279.3,32.3215801620742,-93.3359739777991,20,GAS,,0,,23400,(1) - ONSHORE,,HAYNESVILLE,23900,12950,19-OCT-2024
254729,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUC;MOJOMINERALS6-7-18HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013223150000,01-MAR-2026,31-MAY-2024,06-JUN-2024,06-APR-2025,031,16N,09W,W,07,BIENVILLE,6,SHREVEPORT,279.8,32.3251308824302,-93.3251187870165,20,GAS,,0,,23566,(1) - ONSHORE,,HAYNESVILLE,24500,12500,26-NOV-2024
254730,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUC;MOJOMINERALS6-7-18HC,002-ALT,10,ACTIVE - PRODUCING,,,,17013223160000,01-MAR-2026,31-MAY-2024,07-JUN-2024,06-APR-2025,031,16N,09W,W,07,BIENVILLE,6,SHREVEPORT,279.8,32.3251314056229,-93.3250378561924,20,GAS,,0,,23610,(1) - ONSHORE,,HAYNESVILLE,24500,12500,26-NOV-2024
254753,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUL;OGRE ET AL 33-4-9HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013222960000,01-MAR-2026,28-JUN-2024,06-JUL-2024,12-AUG-2025,033,16N,09W,W,07,BIENVILLE,6,SHREVEPORT,278.7,32.3366979990161,-93.2926046860321,20,GAS,,0,,26190,(1) - ONSHORE,,HAYNESVILLE,27000,13000,24-DEC-2024
254754,ADAMAS ENERGY LLC,A1203,0041,ALABAMA BEND,HA RA SUL;OGRE ET AL 33-4-9HC,002-ALT,10,ACTIVE - PRODUCING,,,,17013222970000,01-MAR-2026,28-JUN-2024,07-JUL-2024,12-AUG-2025,033,16N,09W,W,07,BIENVILLE,6,SHREVEPORT,278.7,32.3366292812041,-93.2926040940317,20,GAS,,0,,24331,(1) - ONSHORE,,HAYNESVILLE,24900,13000,24-DEC-2024
