Well Serial Num,Operator Name,Operator ID,Field ID,Field Name,Well Name,Well Num,Well Status Code,Well Status Code Description,Classification,Well Class Type Code,Well Class Type Code Description,API Num,Effective Date,Permit Date,Spud Date,Well Status Date,Section,Township,Range,Meridian,Parish Code,Parish Name,District Code,District Name,Ground Elevation,Latitude,Longitude,Product Type Code,Product Type Code Description,USDW Value,Area USDW Value,Source Area USDW Value,Measured Depth,Area Code,State Lease Num,Original Proposed Sand,Original Proposed Measured Depth,Original Proposed True Vertical Depth,Expiration Date
253297,"COMSTOCK OIL & GAS--LA, LLC",C332,4313,GREENWOOD-WASKOM,HA RA SUH;PRUDHOME 5-8 HC,002-ALT,10,ACTIVE - PRODUCING,,,,17017363800000,25-APR-2023,03-MAR-2022,15-OCT-2022,25-APR-2023,005,15N,16W,W,09,CADDO,6,SHREVEPORT,358,32.3266089436151,-94.0213677268072,20,GAS,,0,,21068,(1) - ONSHORE,,HAYNESVILLE,23000,13000,02-MAR-2023
253303,"COMSTOCK OIL & GAS--LA, LLC",C332,4313,GREENWOOD-WASKOM,HA RA SUH;PRUDHOME 5-32-29 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17017363850000,25-APR-2023,04-MAR-2022,18-OCT-2022,25-APR-2023,005,15N,16W,W,09,CADDO,6,SHREVEPORT,358,32.3266104873556,-94.0212382440049,20,GAS,,0,,22116,(1) - ONSHORE,,HAYNESVILLE,24000,13000,03-MAR-2023
253304,"COMSTOCK OIL & GAS--LA, LLC",C332,4313,GREENWOOD-WASKOM,HA RA SUH;RENREW LD 5-32-29 HC,003-ALT,10,ACTIVE - PRODUCING,,,,17017363830000,22-APR-2023,04-MAR-2022,06-NOV-2022,22-APR-2023,005,15N,16W,W,09,CADDO,6,SHREVEPORT,362,32.3242702648962,-94.0275161866177,20,GAS,,0,,22562,(1) - ONSHORE,,HAYNESVILLE,24000,13000,03-MAR-2023
253305,"COMSTOCK OIL & GAS--LA, LLC",C332,4313,GREENWOOD-WASKOM,HA RA SUH;RENREW LD 5-32-29 HC,004-ALT,10,ACTIVE - PRODUCING,,,,17017363840000,22-APR-2023,04-MAR-2022,07-NOV-2022,22-APR-2023,005,15N,16W,W,09,CADDO,6,SHREVEPORT,362,32.3242710399016,-94.0274514469165,20,GAS,,0,,22246,(1) - ONSHORE,,HAYESVILLE,24000,13000,03-MAR-2023
250793,"COMSTOCK OIL & GAS--LA, LLC",C332,4541,HOLLY,HA RA SUNN;BRUMMETT 8-17 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17031263870000,01-SEP-2019,08-FEB-2018,16-FEB-2018,27-JUL-2018,008,13N,14W,W,16,DE SOTO,6,SHREVEPORT,334,32.1321068069487,-93.8260505616266,20,GAS,,0,,20205,(1) - ONSHORE,,HAYNESVILLE,22000,12300,06-AUG-2018
250897,"COMSTOCK OIL & GAS--LA, LLC",C332,4541,HOLLY,HA RA SUNN;HOELL 8-5 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17031266320000,01-SEP-2019,27-MAR-2018,28-APR-2018,28-JUL-2018,008,13N,14W,W,16,DE SOTO,6,SHREVEPORT,318,32.1229788791237,-93.8306068730415,20,GAS,,0,,21750,(1) - ONSHORE,,HAYNESVILLE,23000,12400,22-SEP-2018
250925,"COMSTOCK OIL & GAS--LA, LLC",C332,4541,HOLLY,HA RA SU58;MEANS 26-35 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17031266370000,01-SEP-2019,12-APR-2018,14-JUL-2018,20-OCT-2018,023,14N,14W,W,16,DE SOTO,6,SHREVEPORT,259,32.1805051704094,-93.7665607786721,20,GAS,,0,,21835,(1) - ONSHORE,,HAYNESVILLE,22800,12500,08-OCT-2018
251474,"COMSTOCK OIL & GAS--LA, LLC",C332,4541,HOLLY,HA RA SUKK;ADAMS 3-10 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17031267460000,01-SEP-2019,10-DEC-2018,26-DEC-2018,19-MAY-2019,003,13N,14W,W,16,DE SOTO,6,SHREVEPORT,270,32.1502331675858,-93.7848487784882,20,GAS,,0,,21734,(1) - ONSHORE,,HAYNESVILLE,22510,12400,07-JUN-2019
251707,"COMSTOCK OIL & GAS--LA, LLC",C332,4541,HOLLY,HA RA SULL;FRANKLIN 4-33 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17031267990000,07-SEP-2019,07-MAY-2019,24-JUN-2019,07-SEP-2019,004,13N,14W,W,16,DE SOTO,6,SHREVEPORT,339,32.1368432263052,-93.8020836316493,20,GAS,,0,,21763,(1) - ONSHORE,,HAYNESVILLE ZONE,23020,12300,05-MAY-2020
253457,"COMSTOCK OIL & GAS--LA, LLC",C332,4541,HOLLY,HA RA SUPP;CHAP HRS 27-22-15HC,001-ALT,10,ACTIVE - PRODUCING,,,,17031271520000,19-FEB-2023,13-MAY-2022,21-JUL-2022,19-FEB-2023,027,14N,14W,W,16,DE SOTO,6,SHREVEPORT,277,32.1667283437234,-93.7842574763088,20,GAS,,0,,25625,(1) - ONSHORE,,HAYNESVILLE,29000,14000,12-MAY-2023
253458,"COMSTOCK OIL & GAS--LA, LLC",C332,4541,HOLLY,HA RA SUPP;CHAP HRS 27-22-15HC,002-ALT,10,ACTIVE - PRODUCING,,,,17031271530000,19-FEB-2023,13-MAY-2022,12-JUL-2022,19-FEB-2023,027,14N,14W,W,16,DE SOTO,6,SHREVEPORT,277,32.1666948382216,-93.7843087217234,20,GAS,,0,,24468,(1) - ONSHORE,,HAYNESVILLE,29000,14000,12-MAY-2023
254092,"COMSTOCK OIL & GAS--LA, LLC",C332,4541,HOLLY,HA RA SULL;CH 4-33-28-21HC,001-ALT,10,ACTIVE - PRODUCING,,,,17031272720000,15-SEP-2023,15-MAR-2023,25-MAR-2023,15-SEP-2023,004,13N,14W,W,16,DE SOTO,6,SHREVEPORT,345,32.1487628207209,-93.8039268272478,20,GAS,,0,,27624,(1) - ONSHORE,,HAYNESVILLE,30000,14000,13-MAR-2024
254093,"COMSTOCK OIL & GAS--LA, LLC",C332,4541,HOLLY,HA RA SULL;CH 4-33-28-21HC,002-ALT,10,ACTIVE - PRODUCING,,,,17031272730000,15-SEP-2023,15-MAR-2023,26-MAR-2023,15-SEP-2023,004,13N,14W,W,16,DE SOTO,6,SHREVEPORT,345,32.1487522999063,-93.8039836110514,00,NO PRODUCT SPECIFIED,,0,,26732,(1) - ONSHORE,,HAYNESVILLE,29000,14000,13-MAR-2024
254094,"COMSTOCK OIL & GAS--LA, LLC",C332,4541,HOLLY,HA RA SURR;ADAMS 33-28-21HC,001-ALT,10,ACTIVE - PRODUCING,,,,17031272740000,13-SEP-2023,15-MAR-2023,28-APR-2023,13-SEP-2023,033,14N,14W,W,16,DE SOTO,6,SHREVEPORT,300,32.1630977191655,-93.8093023076848,20,GAS,,0,,20626,(1) - ONSHORE,,HAYNESVILLE,23000,14000,13-MAR-2024
254095,"COMSTOCK OIL & GAS--LA, LLC",C332,4541,HOLLY,HA RA SURR;ADAMS 33-28-21HC,002-ALT,10,ACTIVE - PRODUCING,,,,17031272750000,13-SEP-2023,15-MAR-2023,27-APR-2023,13-SEP-2023,033,14N,14W,W,16,DE SOTO,6,SHREVEPORT,300,32.1630970555179,-93.8093669354395,20,GAS,,0,,19557,(1) - ONSHORE,,HAYNESVILLE,22000,14000,13-MAR-2024
254096,"COMSTOCK OIL & GAS--LA, LLC",C332,4541,HOLLY,HA RA SURR;ADAMS 33-28-21HC,003-ALT,10,ACTIVE - PRODUCING,,,,17031272760000,13-SEP-2023,15-MAR-2023,25-APR-2023,13-SEP-2023,033,14N,14W,W,16,DE SOTO,6,SHREVEPORT,319,32.1631061307911,-93.8094396876878,20,GAS,,0,,19262,(1) - ONSHORE,,HAYNESVILLE,22000,14000,13-MAR-2024
254628,"COMSTOCK OIL & GAS--LA, LLC",C332,4541,HOLLY,HA RA SU60;GRIFFITH 2-35-26 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17031273800000,14-FEB-2025,09-APR-2024,01-JUN-2024,14-FEB-2025,011,13N,14W,W,16,DE SOTO,6,SHREVEPORT,261,32.135420797139,-93.7696974533816,20,GAS,,0,,26821,(1) - ONSHORE,,HAYNESVILLE,28000,13000,08-APR-2025
254629,"COMSTOCK OIL & GAS--LA, LLC",C332,4541,HOLLY,HA RA SU60;GRIFFITH 2-35-26 HC,002-ALT,10,ACTIVE - PRODUCING,,,,17031273810000,14-FEB-2025,09-APR-2024,30-MAY-2024,14-FEB-2025,011,13N,14W,W,16,DE SOTO,6,SHREVEPORT,261,32.1354195088205,-93.7698266711615,20,GAS,,0,,26779,(1) - ONSHORE,,HAYNESVILLE,28000,13000,08-APR-2025
254630,"COMSTOCK OIL & GAS--LA, LLC",C332,4541,HOLLY,HA RA SU60;GRIFFITH 2-35-26 HC,003-ALT,10,ACTIVE - PRODUCING,,,,17031273820000,14-FEB-2025,09-APR-2024,31-MAY-2024,14-FEB-2025,011,13N,14W,W,16,DE SOTO,6,SHREVEPORT,261,32.1354201529961,-93.769762062272,20,GAS,,0,,26858,(1) - ONSHORE,,HAYNESVILLE,29000,13000,08-APR-2025
251223,"COMSTOCK OIL & GAS--LA, LLC",C332,4906,KINGSTON,HA RA SUP;BEAUBOUEF 16 H,004-ALT,10,ACTIVE - PRODUCING,,,,17031266900000,01-SEP-2019,22-AUG-2018,30-AUG-2018,04-DEC-2018,009,14N,13W,W,16,DE SOTO,6,SHREVEPORT,175,32.2099134166145,-93.7028191008707,20,GAS,,0,,16993,(1) - ONSHORE,,HAYNESVILLE,17900,12200,17-FEB-2019
251335,"COMSTOCK OIL & GAS--LA, LLC",C332,4906,KINGSTON,HA RA SUN;ROBERSON 10-3 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17031267120000,13-NOV-2019,10-OCT-2018,09-JUL-2019,13-NOV-2019,010,14N,13W,W,16,DE SOTO,6,SHREVEPORT,172,32.2172714680563,-93.6844376829398,20,GAS,,0,,19298,(1) - ONSHORE,,HAYNESVILLE,20300,12200,09-OCT-2019
251336,"COMSTOCK OIL & GAS--LA, LLC",C332,4906,KINGSTON,HA RA SUN;ROBERSON 10-3 HC,002-ALT,10,ACTIVE - PRODUCING,,,,17031267130000,13-NOV-2019,10-OCT-2018,27-JUN-2019,13-NOV-2019,010,14N,13W,W,16,DE SOTO,6,SHREVEPORT,172,32.2173264726033,-93.6844351555259,20,GAS,,0,,19280,(1) - ONSHORE,,HAYNESVILLE,20200,12200,09-OCT-2019
251699,"COMSTOCK OIL & GAS--LA, LLC",C332,4906,KINGSTON,HA RA SUQ;PERKINS 3-10 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17031267250000,12-NOV-2019,02-MAY-2019,24-AUG-2019,12-NOV-2019,003,14N,13W,W,16,DE SOTO,6,SHREVEPORT,165,32.2373574243888,-93.6916657868546,20,GAS,,0,,21630,(1) - ONSHORE,,HAYNESVILLE,22400,12200,28-OCT-2019
252441,"COMSTOCK OIL & GAS--LA, LLC",C332,4906,KINGSTON,HA RA SUAA;BEAUBOUEF 15-10 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17031269390000,08-MAR-2021,03-SEP-2020,15-NOV-2020,08-MAR-2021,015,14N,13W,W,16,DE SOTO,6,SHREVEPORT,210,32.1948427436351,-93.6828630590469,20,GAS,,0,,17588,(1) - ONSHORE,,HAYNESVILLE,20000,13000,01-MAR-2021
252442,"COMSTOCK OIL & GAS--LA, LLC",C332,4906,KINGSTON,HA RA SUAA;BEAUBOUEF 15-10 HC,002-ALT,10,ACTIVE - PRODUCING,,,,17031269400000,08-MAR-2021,03-SEP-2020,06-NOV-2020,08-MAR-2021,015,14N,13W,W,16,DE SOTO,6,SHREVEPORT,210,32.1948202140007,-93.6829209626166,20,GAS,,0,,19525,(1) - ONSHORE,,HAYNESVILLE,22000,13000,01-MAR-2021
252443,"COMSTOCK OIL & GAS--LA, LLC",C332,4906,KINGSTON,HA RA SUAA;BEAUBOUEF 15-10 HC,003-ALT,10,ACTIVE - PRODUCING,,,,17031269410000,07-MAR-2021,03-SEP-2020,07-NOV-2020,07-MAR-2021,015,14N,13W,W,16,DE SOTO,6,SHREVEPORT,205,32.1954532025517,-93.6905264748806,20,GAS,,0,,19801,(1) - ONSHORE,,HAYNESVILLE,22000,13000,01-MAR-2021
252444,"COMSTOCK OIL & GAS--LA, LLC",C332,4906,KINGSTON,HA RA SUAA;BEAUBOUEF 15-10 HC,004-ALT,10,ACTIVE - PRODUCING,,,,17031269420000,07-MAR-2021,03-SEP-2020,18-NOV-2020,07-MAR-2021,015,14N,13W,W,16,DE SOTO,6,SHREVEPORT,205,32.1954526895325,-93.6905814281733,20,GAS,,0,,17689,(1) - ONSHORE,,HAYNESVILLE,20000,13000,01-MAR-2021
253543,"COMSTOCK OIL & GAS--LA, LLC",C332,4906,KINGSTON,HA RA SUP;BEAUBOUEF 16 H,002-ALT,10,ACTIVE - PRODUCING,,,,17031266600000,09-FEB-2023,23-JUN-2022,22-SEP-2022,09-FEB-2023,009,14N,13W,W,16,DE SOTO,6,SHREVEPORT,176,32.2096824931453,-93.7028193234773,20,GAS,,0,,16724,(1) - ONSHORE,,HAYNESVILLE,18000,13000,22-JUN-2023
253544,"COMSTOCK OIL & GAS--LA, LLC",C332,4906,KINGSTON,HA RA SUP;BEAUBOUEF 16 H,003-ALT,10,ACTIVE - PRODUCING,,,,17031266610000,09-FEB-2023,23-JUN-2022,08-OCT-2022,09-FEB-2023,009,14N,13W,W,16,DE SOTO,6,SHREVEPORT,176,32.2097374676656,-93.7028200402477,20,GAS,,0,,16909,(1) - ONSHORE,,HAYNESVILLE,18000,13000,22-JUN-2023
253714,"COMSTOCK OIL & GAS--LA, LLC",C332,4906,KINGSTON,HA RA SUJ;BOUGHTON 12-1 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17031271940000,27-DEC-2022,08-SEP-2022,26-SEP-2022,27-DEC-2022,013,14N,14W,W,16,DE SOTO,6,SHREVEPORT,199,32.2090401133947,-93.7521433002906,20,GAS,,0,,21175,(1) - ONSHORE,,HAYNESVILLE,23000,14000,06-MAR-2023
253715,"COMSTOCK OIL & GAS--LA, LLC",C332,4906,KINGSTON,HA RA SUJ;BOUGHTON 12-1 HC,002-ALT,10,ACTIVE - PRODUCING,,,,17031271950000,27-DEC-2022,08-SEP-2022,13-SEP-2022,27-DEC-2022,013,14N,14W,W,16,DE SOTO,6,SHREVEPORT,199,32.2090422274168,-93.7522079979971,20,GAS,,0,,19709,(1) - ONSHORE,,HAYNESVILLE,23000,14000,06-MAR-2023
251927,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUP;SUS FORESTS 27-34 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013221910000,13-JAN-2020,03-SEP-2019,17-OCT-2019,13-JAN-2020,027,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,205,32.3500468575474,-93.38622858538,20,GAS,,0,,21528,(1) - ONSHORE,,HAYNESVILLE,23000,13000,29-FEB-2020
252152,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUZZ;LINDSAY 36-25 HZ,001,10,ACTIVE - PRODUCING,,,,17119222830000,10-APR-2020,18-DEC-2019,22-JAN-2020,10-APR-2020,036,17N,10W,W,60,WEBSTER,6,SHREVEPORT,170,32.410884802778,-93.3469086375556,20,GAS,,0,,21274,(1) - ONSHORE,,HAYNESVILLE,23000,15000,16-DEC-2020
252318,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUB;ELVA 25-36 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013221770000,19-AUG-2020,16-APR-2020,21-APR-2020,19-AUG-2020,025,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,249,32.3513221190942,-93.3449164723255,20,GAS,,0,,22000,(1) - ONSHORE,,HAYNESVILLE,23000,14000,12-OCT-2020
252613,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SU54;CHANDLER 2-35-26 HC,001,10,ACTIVE - PRODUCING,,,,17013222320000,01-MAY-2021,04-JAN-2021,20-JAN-2021,01-MAY-2021,002,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,182,32.397616106824,-93.3621180311106,20,GAS,,0,,22065,(1) - ONSHORE,,HAYNESVILLE,27000,16000,02-JUL-2021
253044,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUB;ROGERS 25-36 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013222520000,24-MAY-2022,20-OCT-2021,15-FEB-2022,24-MAY-2022,025,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,248,32.3511454894215,-93.3528746529994,20,GAS,,0,,21857,(1) - ONSHORE,,HAYNESVILLE,23000,14000,19-OCT-2022
253045,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUB;ROGERS 25-36 HC,002-ALT,10,ACTIVE - PRODUCING,,,,17013222530000,24-MAY-2022,20-OCT-2021,06-FEB-2022,24-MAY-2022,025,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,248,32.3511450566482,-93.3529394154982,20,GAS,,0,,21479,(1) - ONSHORE,,HAYNESVILLE,23000,14000,19-OCT-2022
253082,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUO;WEYCO 26&35-16-10 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013222540000,26-MAY-2022,10-NOV-2021,12-JAN-2022,26-MAY-2022,026,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,233,32.3490479750191,-93.364739612488,20,GAS,,0,,21417,(1) - ONSHORE,,HAYNESVILLE,23000,14000,09-NOV-2022
253083,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUO;WEYCO 26&35-16-10 HC,002-ALT,10,ACTIVE - PRODUCING,,,,17013222550000,26-MAY-2022,10-NOV-2021,23-JAN-2022,26-MAY-2022,026,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,233,32.3490146395039,-93.3647911114594,20,GAS,,0,,21444,(1) - ONSHORE,,HAYNESVILLE,23000,14000,09-NOV-2022
253533,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUWW;MOORE 33-28 HC,001,10,ACTIVE - PRODUCING,,,,17013222710000,10-JAN-2023,16-JUN-2022,04-JUL-2022,10-JAN-2023,004,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,193,32.3188927815776,-93.4039794424223,20,GAS,,0,,22305,(1) - ONSHORE,,HAYNESVILLE,24000,13000,15-JUN-2023
253534,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUWW;MOORE 33-28 HC,002-ALT,10,ACTIVE - PRODUCING,,,,17013222720000,10-JAN-2023,16-JUN-2022,06-JUL-2022,10-JAN-2023,004,15N,10W,W,07,BIENVILLE,6,SHREVEPORT,193,32.3188378071483,-93.4039789028409,20,GAS,,0,,22367,(1) - ONSHORE,,HAYNESVILLE,24000,13000,15-JUN-2023
254129,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUV;BAKER 12-1 HC,001,10,ACTIVE - PRODUCING,,,,17013222890000,23-MAY-2024,13-APR-2023,11-SEP-2023,23-MAY-2024,013,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,159,32.3803911286584,-93.3448694244909,20,GAS,,0,,20858,(1) - ONSHORE,,HAYNESVILLE,24000,14000,11-APR-2024
254130,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUV;BAKER 12-1HC,002-ALT,10,ACTIVE - PRODUCING,,,,17013222900000,23-MAY-2024,13-APR-2023,13-SEP-2023,23-MAY-2024,013,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,160,32.3803361553126,-93.3448689194218,20,GAS,,0,,20909,(1) - ONSHORE,,HAYNESVILLE,24000,14000,11-APR-2024
254131,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUV;BAKER 12-1HC,003-ALT,10,ACTIVE - PRODUCING,,,,17013222910000,23-MAY-2024,13-APR-2023,15-SEP-2023,23-MAY-2024,013,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,161,32.3802811819658,-93.3448684143533,20,GAS,,0,,20350,(1) - ONSHORE,,HAYNESVILLE,24000,14000,11-APR-2024
254132,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUV;BAKER 12-1HC,004-ALT,10,ACTIVE - PRODUCING,,,,17013222920000,20-MAY-2024,13-APR-2023,31-JUL-2023,20-MAY-2024,012,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,168,32.3845596791055,-93.3505538063199,20,GAS,,0,,20494,(1) - ONSHORE,,HAYNESVILLE,22000,13000,11-APR-2024
254133,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUV;BAKER 12-1HC,005-ALT,10,ACTIVE - PRODUCING,,,,17013222930000,20-MAY-2024,13-APR-2023,02-AUG-2023,20-MAY-2024,012,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,168,32.384609349589,-93.3505251098029,20,GAS,,0,,20647,(1) - ONSHORE,,HAYNESVILLE,22000,13000,11-APR-2024
254185,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUN;MUL-KEN 15-10-3HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013222940000,07-DEC-2023,17-MAY-2023,23-JUN-2023,07-DEC-2023,015,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,207,32.3752215176521,-93.3845760514155,20,GAS,,0,,22550,(1) - ONSHORE,,HAYNESVILLE,24000,13000,15-MAY-2024
254186,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUN;MUL-KEN 15-10-3HC,002-ALT,10,ACTIVE - PRODUCING,,,,17013222950000,07-DEC-2023,17-MAY-2023,25-JUN-2023,07-DEC-2023,015,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,207,32.3751693600384,-93.3845658326294,20,GAS,,0,,22602,(1) - ONSHORE,,HAYNESVILLE,25000,13000,15-MAY-2024
254395,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUN;MUL-KEN 15-22 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013223020000,10-JUL-2024,09-OCT-2023,02-FEB-2024,10-JUL-2024,015,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,198,32.3753994916769,-93.3846138920159,20,GAS,,0,,20399,(1) - ONSHORE,,HAYNESVILLE,23000,13000,07-OCT-2024
254396,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUN;MUL-KEN 15-22HC,002-ALT,10,ACTIVE - PRODUCING,,,,17013223030000,10-JUL-2024,09-OCT-2023,01-FEB-2024,10-JUL-2024,015,16N,10W,W,07,BIENVILLE,6,SHREVEPORT,198,32.3753445857219,-93.3846036462572,20,GAS,,0,,20374,(1) - ONSHORE,,HAYNESVILLE,23000,13000,07-OCT-2024
254605,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUQ;CRK 19-16-9 H,002-ALT,10,ACTIVE - PRODUCING,,,,17013223080000,05-JUN-2024,19-MAR-2024,06-APR-2024,05-JUN-2024,019,16N,09W,W,07,BIENVILLE,6,SHREVEPORT,250,32.3524148107474,-93.3270183340239,20,GAS,,0,,16408,(1) - ONSHORE,,HAYNESVILLE,18000,13000,18-MAR-2025
254633,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUQ;CRK 19-18 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17013223100000,01-FEB-2025,11-APR-2024,24-JUN-2024,01-FEB-2025,019,16N,09W,W,07,BIENVILLE,6,SHREVEPORT,237,32.3526119549255,-93.3330564633741,20,GAS,,0,,22275,(1) - ONSHORE,,HAYNESVILLE,23000,13000,10-APR-2025
254634,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUQ;CRK 19-18 HC,002-ALT,10,ACTIVE - PRODUCING,,,,17013223110000,01-FEB-2025,11-APR-2024,30-JUN-2024,01-FEB-2025,019,16N,09W,W,07,BIENVILLE,6,SHREVEPORT,237,32.352611532311,-93.3331212273384,20,GAS,,0,,21945,(1) - ONSHORE,,HAYNESVILLE,23000,13000,07-OCT-2024
255476,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUE;ELVA 29 HU,001-ALT,10,ACTIVE - PRODUCING,,,,17013223500000,15-JUL-2026,19-DEC-2025,10-FEB-2026,15-JUL-2026,029,16N,09W,W,07,BIENVILLE,6,SHREVEPORT,0,32.3381706114053,-93.3149910867824,20,GAS,,0,,23533,(1) - ONSHORE,,HAYNESVILLE,26000,14000,18-DEC-2026
255498,"COMSTOCK OIL & GAS--LA, LLC",C332,5096,LAKE BISTINEAU,HA RA SUE;ELVA 29 HU,002-ALT,10,ACTIVE - PRODUCING,,,,17013223510000,15-JUL-2026,08-JAN-2026,09-FEB-2026,15-JUL-2026,029,16N,09W,W,07,BIENVILLE,6,SHREVEPORT,273,32.3381701979533,-93.3150558406632,20,GAS,,0,,22976,(1) - ONSHORE,,HA,26000,14000,07-JAN-2027
250774,"COMSTOCK OIL & GAS--LA, LLC",C332,6156,LOGANSPORT,HA RA SU60;FAGLIE 19-18 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17031266090000,18-SEP-2018,02-FEB-2018,10-MAY-2018,18-SEP-2018,030,12N,15W,W,16,DE SOTO,6,SHREVEPORT,254,32.0047030552617,-93.9385647595008,20,GAS,,0,,21622,(1) - ONSHORE,,HAYNESVILLE,23000,13000,01-FEB-2019
250775,"COMSTOCK OIL & GAS--LA, LLC",C332,6156,LOGANSPORT,HA RA SU60;FAGLIE 19-18 HC,002-ALT,10,ACTIVE - PRODUCING,,,,17031266100000,18-SEP-2018,02-FEB-2018,23-MAY-2018,18-SEP-2018,030,12N,15W,W,16,DE SOTO,6,SHREVEPORT,255,32.0047579212523,-93.9385752923711,20,GAS,,0,,21912,(1) - ONSHORE,,HAYNESVILLE,23000,13000,01-FEB-2019
251241,"COMSTOCK OIL & GAS--LA, LLC",C332,6156,LOGANSPORT,HA RA SUMM;MCCOY 35-2 HC,001,10,ACTIVE - PRODUCING,,,,17031266920000,14-DEC-2018,27-AUG-2018,11-SEP-2018,14-DEC-2018,026,12N,15W,W,16,DE SOTO,6,SHREVEPORT,256,31.9914292276248,-93.8705920087724,20,GAS,,0,,21719,(1) - ONSHORE,,HAYNESVILLE,23000,13000,22-FEB-2019
251829,"COMSTOCK OIL & GAS--LA, LLC",C332,6156,LOGANSPORT,HA RA SUH;MATTHEWS 17-8 HC,001-ALT,10,ACTIVE - PRODUCING,,,,17031268210000,21-DEC-2019,10-JUL-2019,16-AUG-2019,21-DEC-2019,017,12N,16W,W,16,DE SOTO,6,SHREVEPORT,242,32.0220863086054,-94.0273129730689,20,GAS,,0,,17064,(1) - ONSHORE,,HAYNESVILLE,18000,13000,08-JUL-2020
